title,year,duration,votes,meta_score,budget,opening_weekend_gross,gross_worldwide
"Khosla Ka Ghosla!",2006,135,26000,0,0,12091,40194
"Unknown",2006,85,32000,44.0,3700000,3746,3419456
"Hood of Horror",2006,84,3300,0,5000000,25900,25900
"Stephanie Daley",2006,92,1900,77.0,0,3401,25751
"Cashback",2006,102,93000,54.0,0,14878,2294291
"Lake of Fire",2006,152,2800,83.0,0,2559,25317
"Wrestling with Angels: Playwright Tony Kushner",2006,98,133,64.0,0,5944,24729
"Off the Black",2006,90,1500,62.0,0,6763,24425
"The Strange Case of Dr. Jekyll and Mr. Hyde",2006,89,419,0,750000,19111,79226
"I'll Believe You",2006,82,465,0,0,12010,24110
"Woman on the Beach",2006,127,1500,73.0,0,4250,813813
"In Between Days",2006,83,636,75.0,60000,5065,150609
"The Sensation of Sight",2006,134,647,0,1000000,8256,23457
"The Exterminating Angels",2006,100,3500,54.0,0,6485,154210
"Islam: What the West Needs to Know",2006,98,600,0,0,12184,22938
"Flanders",2006,91,3300,67.0,2120000,1794,402252
"The Elephant King",2006,92,570,46.0,1500000,15959,61122
"La strada di Levi",2006,92,134,68.0,0,3151,165869
"Dr. Bronner's Magic Soapbox",2006,88,287,61.0,0,1570,21579
"So Much So Fast",2006,87,234,79.0,0,1015,21525
"The Tripper",2006,93,6500,0,3000000,20840,20840
"Summer '04",2006,97,850,0,0,3856,632017
"Dirty Laundry",2006,100,547,48.0,0,15841,20138
"The Ground Truth",2006,72,765,74.0,0,12207,20013
"The Dead Girl",2006,85,17000,65.0,0,6613,905291
"Everything's Gone Green",2006,95,2100,57.0,2000000,3426,19373
"Beauty in Trouble",2006,110,1000,75.0,0,6460,1491168
"I Don't Want to Sleep Alone",2006,115,2500,78.0,0,4377,226026
"Saving Marriage",2006,90,108,0,0,8044,18720
"One to Another",2006,95,1400,41.0,1400000,4515,18435
"Suicide Killers",2006,80,216,0,0,10601,18239
"Ever Again",2006,73,76,0,0,10802,17304
"Syndromes and a Century",2006,105,4700,71.0,0,5518,70649
"American Cannibal",2006,87,338,44.0,0,4778,16566
"Matthew Barney: No Restraint",2006,72,143,59.0,0,1241,16136
"Sleeping Dogs Lie",2006,87,3600,63.0,0,10890,638627
"No Regret",2006,113,2200,48.0,0,4181,305103
"My First Wedding",2006,94,1200,0,0,10120,779848
"Opal Dream",2006,86,1100,56.0,11400000,2716,144964
"Military Intelligence and You!",2006,78,171,0,400000,2541,14251
"Lights in the Dusk",2006,78,8400,57.0,1380000,2757,1615018
"Cut Sleeve Boys",2006,86,518,45.0,300000,1982,13875
"Live Free or Die",2006,89,2500,0,0,8875,13836
"Poultrygeist: Night of the Chicken Dead",2006,103,9500,0,500000,10624,22623
"The Architect",2006,82,1400,47.0,0,2032,13737
"Full Grown Men",2006,78,398,47.0,2000000,3757,13716
"Who the #$&% Is Jackson Pollock?",2006,74,1300,70.0,0,5526,13710
"Love for Sale",2006,90,2300,62.0,0,3058,13703
"Poison Friends",2006,100,543,75.0,900000,2980,316184
"Rock Bottom",2006,75,16,0,0,4017,12890
"I Trust You to Kill Me",2006,105,335,53.0,0,5888,12854
"Christmas at Maxwell's",2006,94,129,0,3000000,8375,12781
"Last Stop for Paul",2006,83,576,52.0,0,7604,11951
"Blockade",2006,52,751,70.0,0,5271,11750
"East of Havana",2006,82,86,70.0,500000,4800,11550
"Waltzing Anna",2006,101,213,0,1000000,5866,11455
"Taxidermia",2006,94,19000,83.0,500000000,4472,82567
"Live Freaky Die Freaky",2006,75,721,0,0,11290,11290
"Fat Girls",2006,82,588,47.0,0,0,11204
"The Conrad Boys",2006,94,971,0,0,3243,11001
"Belle toujours",2006,68,1100,0,0,5363,381450
"Alone with Her",2006,78,4300,65.0,1000000,5555,1677967
"Whaledreamers",2006,90,144,0,0,1827,10584
"Splinter",2006,90,1400,0,0,10497,10497
"En el hoyo",2006,84,437,61.0,0,1986,194258
"Forgiving Dr. Mengele",2006,82,628,69.0,0,2754,10403
"...So Goes the Nation",2006,90,410,65.0,0,2622,10337
"Steel City",2006,95,646,67.0,350000,817,10227
"Wild Tigers I Have Known",2006,88,2400,52.0,50000,4515,28190
"Nina's Heavenly Delights",2006,94,2300,44.0,0,267,50171
"Macbeth",2006,109,2300,51.0,0,644,13870
"The Unknown Soldier",2006,97,228,71.0,0,3545,10907
"Requiem",2006,93,6600,82.0,0,3309,262460
"The Sasquatch Gang",2006,86,5300,57.0,0,9458,9458
"Crossing the Line",2006,94,876,71.0,0,2605,20429
"Strike",2006,104,500,72.0,0,4410,8872
"Drama/Mex",2006,93,1400,65.0,0,2800,193508
"G.I. Jesus",2006,100,139,57.0,2000000,6014,8593
"Glastonbury",2006,138,956,60.0,0,1179,202041
"Loren Cass",2006,83,287,0,30000,2135,8125
"The Iron Man",2006,93,134,0,600000,2350,8025
"L'homme de sa vie",2006,114,1100,52.0,0,2991,2542577
"Disappearances",2006,118,673,57.0,1500000,1629,7506
"loudQUIETloud: A Film About the Pixies",2006,85,1500,63.0,0,3792,7506
"Tall: The American Skyscraper and Louis Sullivan",2006,79,28,86.0,0,7216,7216
"Special",2006,81,6000,57.0,1000000,3232,14967
"Kettle of Fish",2006,97,738,38.0,2000000,5594,7196
"Saint of 9/11",2006,90,241,67.0,400000,3680,7137
"The Hawk Is Dying",2006,112,1300,48.0,0,1042,23564
"The Killing of John Lennon",2006,114,1600,49.0,0,3077,53117
"London to Brighton",2006,85,8800,55.0,500000,6700,449681
"Dark Blue Almost Black",2006,105,8700,0,0,1897,2171323
"We Go Way Back",2006,80,332,0,0,4514,6529
"Ten 'til Noon",2006,80,1300,57.0,750000,2520,6404
"Dreamland",2006,88,2500,57.0,0,4350,6383
"Times and Winds",2006,111,4500,0,0,1338,387396
"Tekkonkinkreet",2006,111,15000,65.0,4200000,6000,42840
"Fraulein",2006,81,998,64.0,0,2449,5715
"Gogol Bordello Non-Stop",2006,90,205,58.0,0,2793,5532
"Choking Man",2006,85,606,0,0,4189,14632
"Unnatural & Accidental",2006,90,277,0,0,3348,5420
"Rock the Bells",2006,103,362,70.0,0,1325,5347
"Land of the Blind",2006,110,4000,32.0,18000000,5244,25116
"King Leopold's Ghost",2006,108,419,71.0,0,3078,5194
"God and Gays: Bridging the Gap",2006,90,64,0,0,1460,5095
"Tre",2006,87,208,0,0,4759,4759
"House of the Sleeping Beauties",2006,99,400,21.0,1450000,1535,4509
"Coffee Date",2006,91,1500,47.0,200000,4412,4412
"A Soap",2006,104,2000,55.0,0,1445,192030
"Raising Flagg",2006,103,402,0,0,636,70528
"Psychopathia Sexualis",2006,102,551,40.0,0,1612,4012
"Shock to the System",2006,91,1100,54.0,0,2750,3768
"I'm Reed Fish",2006,93,4600,36.0,0,1026,3567
"Antônia",2006,90,442,0,0,3550,3550
"Dry Season",2006,96,1000,78.0,0,2352,48251
"Khadak",2006,104,973,53.0,3000000,1983,37781
"The Prisoner or: How I Planned to Kill Tony Blair",2006,72,288,67.0,0,2194,3103
"Dog Lover's Symphony",2006,103,135,0,500000,1442,2968
"Funny Money",2006,98,3300,57.0,0,1839,31290
"Out of Place: Memories of Edward Said",2006,138,25,0,0,1906,2547
"Half Moon",2006,107,3200,72.0,0,1126,248749
"Herbie Hancock: Possibilities",2006,90,220,54.0,0,1772,2493
"Rank",2006,90,141,63.0,0,314,2485
"Chronicle of an Escape",2006,103,3800,0,0,1307,763742
"George Bush Goes to Heaven",2006,85,69,0,0,2112,2192
"Running with Arnold",2006,72,258,0,0,2119,2119
"The Surfer King",2006,95,405,0,0,1990,1990
"Abominable",2006,94,5200,31.0,0,1810,1810
"Out of the Blue",2006,103,4000,70.0,0,728,739865
"'Tis Autumn: The Search for Jackie Paris",2006,100,81,73.0,0,1476,3347
"The Dog Problem",2006,88,3400,0,0,914,1344
"Love Story",1970,100,39000,84.0,2200000,87198,106550690
"Airport",1970,137,23000,42.0,10000000,0,100489151
"M*A*S*H",1970,116,80000,80.0,3500000,0,81600000
"Patton",1970,172,111000,86.0,12000000,0,61749765
"The Aristocats",1970,78,119000,66.0,4000000,3168071,191000000
"Little Big Man",1970,139,39000,63.0,15000000,0,31559552
"Joe",1970,107,4600,0,106000,0,19319254
"Beneath the Planet of the Apes",1970,95,56000,46.0,3000000,0,18999718
"On a Clear Day You Can See Forever",1970,129,4500,0,10000000,0,14000000
"Getting Straight",1970,124,1700,58.0,0,0,13300000
"Kelly's Heroes",1970,144,56000,50.0,4000000,0,5200000
"Two Mules for Sister Sara",1970,116,32000,62.0,2500000,0,5050000
"Le cercle rouge",1970,140,30000,92.0,0,14843,473897
"The Conformist",1970,113,37000,100.0,750000,11498,661481
"Woodstock",1970,184,19000,95.0,600000,0,321295
"El Topo",1970,125,32000,65.0,1000000,6857,161697
"The Wild Child",1970,83,9200,94.0,0,11206,65560
"Wanda",1970,102,6200,0,115000,10679,108692
"Multiple Maniacs",1970,91,4800,0,5000,9814,39025
"Tristana",1970,99,13000,93.0,0,4754,14586
"Bronco Bullfrog",1970,86,445,0,18000,3452,13171
"The American Soldier",1970,80,2000,0,280000,11623,8148
"Gods of the Plague",1970,91,1600,0,180000,11623,8148
"The Boys in the Band",1970,120,6200,65.0,1250000,0,2695
"Bed & Board",1970,97,11000,0,0,11206,509
"Ryan's Daughter",1970,200,11000,0,15000000,0,8768
"Beyond the Valley of the Dolls",1970,109,12000,60.0,900000,0,0
"Rio Lobo",1970,114,14000,55.0,4000000,0,0
"Five Easy Pieces",1970,98,42000,85.0,1600000,0,0
"Catch-22",1970,122,27000,70.0,18000000,0,0
"Performance",1970,105,12000,69.0,750000,0,0
"Tora! Tora! Tora!",1970,144,38000,46.0,25000000,0,0
"Zabriskie Point",1970,113,18000,0,7000000,0,84879
"There Was a Crooked Man...",1970,126,5500,72.0,0,0,15160
"A Man Called Horse",1970,114,9800,46.0,0,0,44000000
"The Private Life of Sherlock Holmes",1970,125,14000,75.0,10000000,0,19773
"The Molly Maguires",1970,124,4500,62.0,11000000,0,0
"Donkey Skin",1970,91,6900,70.0,0,0,60476
"Brewster McCloud",1970,105,6000,72.0,5600000,0,0
"Crimes of the Future",1970,63,3300,58.0,20000,0,0
"Husbands",1970,154,7700,66.0,1000000,0,2735
"The Honeymoon Killers",1970,107,6100,82.0,200000,0,0
"The Landlord",1970,112,3300,75.0,1950000,0,0
"Gimme Shelter",1970,91,13000,85.0,0,0,999
"The Great White Hope",1970,103,2900,53.0,8000000,0,0
"Watermelon Man",1970,100,3100,60.0,1000000,0,0
"Star Wars: Episode III - Revenge of the Sith",2005,140,874000,68.0,113000000,108435841,850035635
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,143,442000,75.0,180000000,65556312,745013115
"Harry Potter and the Goblet of Fire",2005,157,713000,81.0,150000000,102685961,897468207
"War of the Worlds",2005,117,488000,73.0,132000000,64878725,603873504
"King Kong",2005,187,458000,81.0,207000000,50130145,556906378
"Wedding Crashers",2005,119,386000,64.0,40000000,32200000,288485135
"Batman Begins",2005,140,1600000,70.0,150000000,48745440,375406308
"Charlie and the Chocolate Factory",2005,115,548000,72.0,150000000,56178450,474968763
"Madagascar",2005,86,456000,57.0,75000000,47224594,542064525
"Mr. & Mrs. Smith",2005,120,564000,55.0,110000000,50342878,487287646
"Hitch",2005,118,342000,58.0,70000000,43142214,371594210
"The Longest Yard",2005,113,202000,48.0,82000000,47606480,191466556
"Fantastic Four",2005,106,354000,40.0,100000000,56061504,333535934
"Chicken Little",2005,81,104000,48.0,150000000,40049778,314432837
"Robots",2005,91,168000,64.0,75000000,36045301,262511490
"Walk the Line",2005,136,273000,72.0,28000000,22347341,186797986
"The Pacifier",2005,95,104000,30.0,56000000,30552694,198636868
"Fun with Dick and Jane",2005,90,158000,47.0,100000000,14383515,204681899
"The 40-Year-Old Virgin",2005,116,483000,73.0,26000000,21422815,177378645
"Flightplan",2005,98,176000,53.0,55000000,24629938,223387299
"Saw II",2005,93,287000,40.0,4000000,31725652,147748505
"Brokeback Mountain",2005,134,399000,87.0,14000000,547425,178064141
"Monster-in-Law",2005,101,67000,31.0,43000000,24000000,155457327
"Are We There Yet?",2005,95,36000,27.0,32000000,18575214,97918663
"Cheaper by the Dozen 2",2005,94,65000,34.0,60000000,9309387,130154568
"The Dukes of Hazzard",2005,104,83000,33.0,50000000,30675314,111069515
"March of the Penguins",2005,80,61000,79.0,8000000,137492,127392693
"The Ring Two",2005,110,103000,44.0,50000000,35065237,163995949
"Constantine",2005,121,390000,50.0,100000000,29769098,230884728
"The Exorcism of Emily Rose",2005,119,144000,46.0,19000000,30054300,145166804
"Four Brothers",2005,109,163000,49.0,45000000,21176925,92374674
"Sin City",2005,124,806000,74.0,40000000,28100000,158733820
"The Interpreter",2005,128,112000,62.0,80000000,22822455,162944923
"V for Vendetta",2005,132,1200000,62.0,54000000,25642340,134686457
"Guess Who",2005,105,47000,49.0,35000000,20671446,103121466
"Sahara",2005,124,106000,41.0,130000000,18068372,119240351
"Coach Carter",2005,136,179000,57.0,30000000,24182961,76669554
"Herbie: Fully Loaded",2005,101,52000,47.0,50000000,12709221,144146816
"The Amityville Horror",2005,90,120000,33.0,19000000,23507007,107516369
"Sky High",2005,100,98000,62.0,35000000,14631784,86369815
"Bewitched",2005,102,77000,34.0,85000000,20131130,131426169
"Jarhead",2005,125,215000,58.0,72000000,27726210,97076152
"Cinderella Man",2005,144,204000,69.0,88000000,18320205,108539911
"The Family Stone",2005,103,80000,56.0,18000000,12521027,92884429
"Red Eye",2005,85,154000,71.0,26000000,16167662,96258201
"Memoirs of a Geisha",2005,145,166000,54.0,85000000,682504,162242962
"White Noise",2005,101,52000,30.0,10000000,24113565,91196419
"Wallace & Gromit: The Curse of the Were-Rabbit",2005,85,153000,87.0,30000000,16025987,192705291
"Be Cool",2005,118,74000,37.0,53000000,23450212,95763716
"Yours, Mine & Ours",2005,88,31000,38.0,45000000,17461108,72662923
"Corpse Bride",2005,77,312000,83.0,40000000,388166,117237680
"Kicking & Screaming",2005,95,42000,45.0,45000000,20159925,56070433
"Hoodwinked!",2005,80,69000,45.0,30000000,0,110013167
"Hide and Seek",2005,101,91000,35.0,30000000,21959233,127369981
"The Hitchhiker's Guide to the Galaxy",2005,109,212000,63.0,50000000,21103203,104478416
"Syriana",2005,128,136000,76.0,50000000,374502,93974620
"Diary of a Mad Black Woman",2005,116,16000,36.0,5500000,21905089,50652203
"Racing Stripes",2005,102,19000,43.0,30000000,13920052,90754475
"Miss Congeniality 2: Armed & Fabulous",2005,115,82000,34.0,45000000,14043215,101393569
"Just Like Heaven",2005,95,121000,47.0,58000000,16408718,102854431
"The Skeleton Key",2005,104,127000,47.0,43000000,16057945,93983911
"Munich",2005,164,246000,74.0,70000000,4152260,130982407
"Kingdom of Heaven",2005,144,331000,63.0,130000000,19635996,218237071
"Hostel",2005,94,197000,55.0,4800000,19556099,81979826
"Nanny McPhee",2005,97,88000,59.0,25000000,14503650,123276807
"Boogeyman",2005,89,33000,32.0,20000000,19020655,67192859
"The Legend of Zorro",2005,129,111000,47.0,75000000,16328506,142400065
"Must Love Dogs",2005,98,34000,46.0,30000000,12855321,58231520
"Transporter 2",2005,87,220000,56.0,32000000,16540720,89083229
"Rumor Has It...",2005,97,63000,35.0,55000000,3473155,88933562
"Fever Pitch",2005,104,49000,56.0,30000000,12400125,50605163
"The Adventures of Sharkboy and Lavagirl 3-D",2005,93,44000,38.0,50000000,12500000,71992655
"The Sisterhood of the Traveling Pants",2005,119,67000,66.0,25000000,9833340,42013878
"Pride & Prejudice",2005,129,349000,82.0,28000000,2804000,121803070
"The Brothers Grimm",2005,118,129000,51.0,88000000,15093000,105316267
"Beauty Shop",2005,105,19000,53.0,0,12801465,37245453
"Derailed",2005,108,78000,40.0,22000000,12211986,57479076
"The Island",2005,136,334000,50.0,126000000,12409070,162949164
"The Ringer",2005,94,40000,46.0,0,5158795,40442443
"Hostage",2005,113,115000,44.0,52000000,9800000,77663556
"The Constant Gardener",2005,129,152000,82.0,25000000,8577000,82468097
"In Her Shoes",2005,130,66000,60.0,0,10017575,83697473
"Bad News Bears",2005,113,23000,65.0,35000000,11382472,34252847
"Dreamer",2005,106,14000,59.0,32000000,9178233,38741732
"Because of Winn-Dixie",2005,106,13000,54.0,14000000,10208431,33589427
"Just Friends",2005,96,131000,47.0,0,9275000,51024243
"Stealth",2005,121,57000,35.0,135000000,13251545,79268322
"House of Wax",2005,113,139000,41.0,40000000,12077236,68766121
"The Wedding Date",2005,90,58000,32.0,15000000,11129580,47096206
"Good Night, and Good Luck.",2005,93,103000,80.0,7000000,421446,54641191
"A History of Violence",2005,96,263000,82.0,32000000,364000,61385065
"Get Rich or Die Tryin'",2005,117,52000,45.0,40000000,12020807,46563961
"The Fog",2005,100,40000,27.0,18000000,11752917,46201432
"Zathura: A Space Adventure",2005,101,120000,67.0,65000000,13427872,65079236
"Rent",2005,135,57000,53.0,40000000,10016021,31670620
"Capote",2005,114,145000,88.0,7000000,324857,49327405
"Doom",2005,105,121000,34.0,60000000,15488870,58072119
"xXx: State of the Union",2005,101,75000,37.0,113000000,12712272,71410636
"Elizabethtown",2005,123,74000,45.0,45000000,10618711,52164016
"The Descent",2005,99,259000,71.0,3500000,8911330,57130027
"Æon Flux",2005,93,135000,36.0,62000000,12661112,53321673
"Serenity",2005,119,310000,74.0,39000000,10086680,40447016
"Dark Water",2005,105,67000,52.0,30000000,9939251,68357079
"Thank You for Smoking",2005,92,232000,71.0,6500000,262923,39323027
"Unleashed",2005,103,110000,58.0,45000000,10600000,50871113
"Elektra",2005,97,102000,34.0,43000000,12804793,56995646
"Ice Princess",2005,98,30000,55.0,0,6807471,27645491
"Lord of War",2005,122,347000,62.0,50000000,9390144,72617068
"Match Point",2005,124,233000,72.0,15000000,398593,85638656
"Two for the Money",2005,122,51000,50.0,35000000,8703240,30526509
"Prime",2005,105,43000,58.0,22000000,6220935,67937494
"Deuce Bigalow: European Gigolo",2005,83,55000,23.0,22000000,9626287,45109561
"Hustle & Flow",2005,116,44000,68.0,2800000,8017808,23563727
"A Lot Like Love",2005,107,72000,48.0,30000000,7576593,42886719
"Land of the Dead",2005,93,103000,71.0,15000000,10221705,47074133
"Assault on Precinct 13",2005,109,83000,54.0,30000000,7000000,35294470
"Man of the House",2005,100,26000,35.0,40000000,8917251,21577624
"Valiant",2005,76,25000,45.0,35000000,5914722,61746888
"The Producers",2005,134,46000,52.0,45000000,154590,38075318
"Cursed",2005,97,36000,31.0,38000000,9600000,29621722
"Into the Blue",2005,110,81000,45.0,50000000,7057854,46117696
"The Upside of Anger",2005,118,24000,63.0,12000000,211559,28237488
"North Country",2005,126,46000,68.0,35000000,6422455,25211175
"Pooh's Heffalump Movie",2005,68,8800,64.0,20000000,5805559,52858433
"Roll Bounce",2005,112,8000,59.0,0,7570366,17521290
"The Devil's Rejects",2005,107,108000,54.0,7000000,7067335,20901859
"Son of the Mask",2005,94,61000,20.0,84000000,7700000,59981548
"Rebound",2005,86,14000,36.0,33100000,5033848,17492014
"The Perfect Man",2005,100,33000,27.0,10000000,5300980,19770475
"An American Haunting",2005,83,27000,38.0,14000000,6380000,29612137
"Wolf Creek",2005,99,81000,56.0,1000000,2805754,30894796
"Waiting...",2005,94,109000,30.0,3000000,6021106,18637690
"The Gospel",2005,105,2300,46.0,4000000,7523571,15778152
"The Greatest Game Ever Played",2005,120,35000,55.0,26000000,3657322,15431177
"The Cave",2005,97,43000,30.0,30000000,6147294,33296457
"Broken Flowers",2005,106,108000,79.0,10000000,780408,47329961
"The Honeymooners",2005,90,7600,31.0,25000000,5538835,13183426
"The New World",2005,135,92000,73.0,30000000,30864,49334775
"The Matador",2005,96,47000,65.0,12500000,69100,17356268
"The Weather Man",2005,102,85000,61.0,22000000,4248465,19126398
"The Protector",2005,111,40000,52.0,200000000,5034180,27165581
"End of the Spear",2005,108,5600,45.0,10000000,4712000,12128105
"Dave Chappelle's Block Party",2005,103,9700,84.0,3000000,6516000,12051924
"Casanova",2005,112,57000,57.0,0,119276,37691644
"Lords of Dogtown",2005,107,59000,56.0,25000000,5623373,13411957
"Mrs. Henderson Presents",2005,103,17000,71.0,20000000,55344,27876417
"Shopgirl",2005,106,25000,62.0,10200000,229685,11675161
"In the Mix",2005,95,8700,31.0,0,4448491,10223896
"Domino",2005,127,70000,37.0,50000000,4675000,22984628
"The Great Raid",2005,132,24000,48.0,80000000,3376009,10777375
"Cry Wolf",2005,90,29000,39.0,1000000,4551000,32586408
"The Ice Harvest",2005,92,25000,62.0,16000000,3744000,10156968
"Transamerica",2005,103,43000,66.0,1000000,46908,15151744
"Aliens of the Deep",2005,100,3500,71.0,0,479368,12775590
